id,user_id,experiment_id,scenario_type,event_type,actor_id,num_of_actors,event_datetime
0,"FDI_AE","","T2_BasicEmergency","pick","[]","[]","2025-2-18 14:48:0.271"
1,"FDI_AE","","T2_BasicEmergency","increase","[2]","[1]","2025-2-18 14:48:7.580"
2,"FDI_AE","","T2_BasicEmergency","increase","[2]","[2]","2025-2-18 14:48:8.84"
3,"FDI_AE","","T2_BasicEmergency","pick","[2]","[2]","2025-2-18 14:48:10.965"
4,"FDI_AE","","T2_BasicEmergency","increase","[3]","[1]","2025-2-18 14:48:51.376"
5,"FDI_AE","","T2_BasicEmergency","pick","[1]","[3]","2025-2-18 14:48:55.256"
