id,user_id,experiment_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"FDI_BI","","T1_BasicMechanics","1","0","start_talk_with_npc","2025-2-20 13:26:22.451"
1,"FDI_BI","","T1_BasicMechanics","1","0","stop_talk_with_npc","2025-2-20 13:26:46.724"
