id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_BD","","S1_BasicMechanics","00001","Completed","2025-2-18 13:19:17.179"
1,"FDI_BD","","S1_BasicMechanics","S1001","Started","2025-2-18 13:19:40.915"
2,"FDI_BD","","S1_BasicMechanics","S1001","Completed","2025-2-18 13:19:50.667"
3,"FDI_BD","","S1_BasicMechanics","S1002","Started","2025-2-18 13:19:50.683"
4,"FDI_BD","","S1_BasicMechanics","S1002","Completed","2025-2-18 13:20:29.847"
5,"FDI_BD","","S1_BasicMechanics","S1003","Started","2025-2-18 13:20:29.861"
6,"FDI_BD","","S1_BasicMechanics","S1003","Completed","2025-2-18 13:23:15.578"
7,"FDI_BD","","S1_BasicMechanics","S1004","Started","2025-2-18 13:23:15.610"
8,"FDI_BD","","S1_BasicMechanics","S1004","Completed","2025-2-18 13:23:42.551"
9,"FDI_BD","","S1_BasicMechanics","S1005","Started","2025-2-18 13:23:42.573"
10,"FDI_BD","","S1_BasicMechanics","S1005","Completed","2025-2-18 13:24:23.280"
11,"FDI_BD","","S1_BasicMechanics","00002","Completed","2025-2-18 13:24:23.316"
