id,user_id,experiment_id,scenario_type,event_type,actor_id,num_of_actors,event_datetime
0,"FDI_BI","","S2_BasicEmergency","increase","[5]","[1]","2025-2-20 13:41:51.570"
1,"FDI_BI","","S2_BasicEmergency","increase","[4]","[1]","2025-2-20 13:41:53.829"
2,"FDI_BI","","S2_BasicEmergency","pick","[1;1]","[4;5]","2025-2-20 13:42:2.807"
3,"FDI_BI","","S2_BasicEmergency","increase","[3]","[1]","2025-2-20 13:42:9.82"
4,"FDI_BI","","S2_BasicEmergency","pick","[1]","[3]","2025-2-20 13:42:10.640"
5,"FDI_BI","","S2_BasicEmergency","pick","[]","[]","2025-2-20 13:42:25.366"
6,"FDI_BI","","S2_BasicEmergency","pick","[]","[]","2025-2-20 13:42:26.60"
7,"FDI_BI","","S2_BasicEmergency","increase","[4]","[1]","2025-2-20 13:44:19.231"
8,"FDI_BI","","S2_BasicEmergency","pick","[1]","[4]","2025-2-20 13:44:20.919"
9,"FDI_BI","","S2_BasicEmergency","increase","[4]","[1]","2025-2-20 13:44:58.688"
10,"FDI_BI","","S2_BasicEmergency","pick","[1]","[4]","2025-2-20 13:45:0.201"
11,"FDI_BI","","S2_BasicEmergency","pick","[]","[]","2025-2-20 13:45:1.214"
12,"FDI_BI","","S2_BasicEmergency","pick","[]","[]","2025-2-20 13:45:4.136"
13,"FDI_BI","","S2_BasicEmergency","increase","[2]","[1]","2025-2-20 13:48:8.78"
14,"FDI_BI","","S2_BasicEmergency","increase","[2]","[2]","2025-2-20 13:48:9.355"
15,"FDI_BI","","S2_BasicEmergency","increase","[2]","[3]","2025-2-20 13:48:11.520"
16,"FDI_BI","","S2_BasicEmergency","pick","[3]","[2]","2025-2-20 13:48:15.153"
17,"FDI_BI","","S2_BasicEmergency","increase","[5]","[1]","2025-2-20 13:50:32.257"
18,"FDI_BI","","S2_BasicEmergency","pick","[1]","[5]","2025-2-20 13:50:34.115"
