id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_AB","","T1_BasicMechanics","00001","Completed","2025-2-18 11:11:27.748"
1,"FDI_AB","","T1_BasicMechanics","T1001","Started","2025-2-18 11:12:3.285"
2,"FDI_AB","","T1_BasicMechanics","T1001","Completed","2025-2-18 11:22:8.601"
3,"FDI_AB","","T1_BasicMechanics","T1002","Started","2025-2-18 11:22:8.659"
4,"FDI_AB","","T1_BasicMechanics","T1002","Completed","2025-2-18 11:28:3.173"
5,"FDI_AB","","T1_BasicMechanics","T1003","Started","2025-2-18 11:28:3.224"
6,"FDI_AB","","T1_BasicMechanics","T1003","Completed","2025-2-18 11:31:54.778"
7,"FDI_AB","","T1_BasicMechanics","T1004","Started","2025-2-18 11:31:54.816"
8,"FDI_AB","","T1_BasicMechanics","T1004","Completed","2025-2-18 11:35:56.145"
9,"FDI_AB","","T1_BasicMechanics","T1005","Started","2025-2-18 11:35:56.188"
10,"FDI_AB","","T1_BasicMechanics","T1005","Completed","2025-2-18 11:37:28.242"
11,"FDI_AB","","T1_BasicMechanics","00002","Completed","2025-2-18 11:38:38.621"
