id,user_id,experiment_id,scenario_type,event_type,tutorial_item_id,event_datetime
0,"FDI_AF","","T2_BasicEmergency","open","None","2025-2-20 10:38:4.33"
1,"FDI_AF","","T2_BasicEmergency","demand_help","MOV_VirtualWorldLimits","2025-2-20 10:38:12.144"
