id,user_id,experiment_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"FDI_BJ","","T1_BasicMechanics","1","0","start_talk_with_npc","2025-2-20 14:21:11.750"
1,"FDI_BJ","","T1_BasicMechanics","1","0","stop_talk_with_npc","2025-2-20 14:21:35.699"
