id,user_id,experiment_id,scenario_type,event_type,tutorial_item_id,event_datetime
0,"FDI_AD","","S2_BasicEmergency","open","None","2025-2-18 13:45:48.887"
1,"FDI_AD","","S2_BasicEmergency","close","None","2025-2-18 13:45:57.627"
