id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_BJ","","T2_BasicEmergency","RBQ_Functionality","started","2025-2-20 14:28:41.192"
1,"FDI_BJ","","T2_BasicEmergency","RBQ_Functionality","completed","2025-2-20 14:28:57.586"
2,"FDI_BJ","","T2_BasicEmergency","OI_WalkieTalkie","started","2025-2-20 14:29:41.639"
3,"FDI_BJ","","T2_BasicEmergency","OI_WalkieTalkie","completed","2025-2-20 14:30:25.504"
4,"FDI_BJ","","T2_BasicEmergency","OI_SABG100","started","2025-2-20 14:31:7.24"
5,"FDI_BJ","","T2_BasicEmergency","OI_SABG100","completed","2025-2-20 14:31:22.428"
6,"FDI_BJ","","T2_BasicEmergency","OI_EPD","started","2025-2-20 14:32:0.632"
7,"FDI_BJ","","T2_BasicEmergency","OI_EPD","completed","2025-2-20 14:32:9.218"
8,"FDI_BJ","","T2_BasicEmergency","HP_Functionality","started","2025-2-20 14:33:8.791"
9,"FDI_BJ","","T2_BasicEmergency","HP_Functionality","completed","2025-2-20 14:35:24.637"
