id,user_id,experiment_id,scenario_type,actor_id,actor_name,place_point_name,activation_count,start_datetime,end_datetime
0,"FDI_AG","","S1_BasicMechanics","2","TrafficCone_1","BP_PlacePoint2","4","2025-2-20 11:25:42.226","2025-2-20 11:25:42.227"
1,"FDI_AG","","S1_BasicMechanics","2","TrafficCone_3","BP_PlacePoint","6","2025-2-20 11:25:47.895","2025-2-20 11:25:47.896"
2,"FDI_AG","","S1_BasicMechanics","2","TrafficCone_7","BP_PlacePoint5","8","2025-2-20 11:25:53.903","2025-2-20 11:25:53.903"
3,"FDI_AG","","S1_BasicMechanics","2","TrafficCone_5","BP_PlacePoint4","10","2025-2-20 11:25:59.649","2025-2-20 11:25:59.650"
4,"FDI_AG","","S1_BasicMechanics","2","TrafficCone_4","BP_PlacePoint3","12","2025-2-20 11:26:7.703","2025-2-20 11:26:7.703"
5,"FDI_AG","","S1_BasicMechanics","4","Dosimeter_EPD_2","BP_PlacePoint10","4","2025-2-20 11:26:16.136","2025-2-20 11:26:16.136"
6,"FDI_AG","","S1_BasicMechanics","3","Dosimeter_SABG100_3","BP_PlacePoint6","4","2025-2-20 11:26:23.571","2025-2-20 11:26:23.572"
7,"FDI_AG","","S1_BasicMechanics","4","Dosimeter_EPD_1","BP_PlacePoint9","6","2025-2-20 11:26:38.785","2025-2-20 11:26:38.786"
8,"FDI_AG","","S1_BasicMechanics","3","Dosimeter_SABG100_1","BP_PlacePoint8","6","2025-2-20 11:26:55.158","2025-2-20 11:26:55.158"
9,"FDI_AG","","S1_BasicMechanics","3","Dosimeter_SABG100_4","BP_PlacePoint7","8","2025-2-20 11:27:6.493","2025-2-20 11:27:6.494"
