id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_AG","","S1_BasicMechanics","00001","Completed","2025-2-20 11:24:25.675"
1,"FDI_AG","","S1_BasicMechanics","S1001","Started","2025-2-20 11:24:49.473"
2,"FDI_AG","","S1_BasicMechanics","S1001","Completed","2025-2-20 11:24:59.54"
3,"FDI_AG","","S1_BasicMechanics","S1002","Started","2025-2-20 11:24:59.80"
4,"FDI_AG","","S1_BasicMechanics","S1002","Completed","2025-2-20 11:25:31.950"
5,"FDI_AG","","S1_BasicMechanics","S1003","Started","2025-2-20 11:25:31.977"
6,"FDI_AG","","S1_BasicMechanics","S1003","Completed","2025-2-20 11:27:6.514"
7,"FDI_AG","","S1_BasicMechanics","S1004","Started","2025-2-20 11:27:6.534"
8,"FDI_AG","","S1_BasicMechanics","S1004","Completed","2025-2-20 11:27:42.69"
9,"FDI_AG","","S1_BasicMechanics","S1005","Started","2025-2-20 11:27:42.87"
10,"FDI_AG","","S1_BasicMechanics","S1005","Completed","2025-2-20 11:28:7.172"
11,"FDI_AG","","S1_BasicMechanics","00002","Completed","2025-2-20 11:28:7.218"
