id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_BF","","T2_BasicEmergency","RBQ_Functionality","started","2025-2-20 10:21:35.132"
1,"FDI_BF","","T2_BasicEmergency","RBQ_Functionality","completed","2025-2-20 10:22:17.500"
2,"FDI_BF","","T2_BasicEmergency","OI_WalkieTalkie","started","2025-2-20 10:23:5.727"
3,"FDI_BF","","T2_BasicEmergency","OI_WalkieTalkie","completed","2025-2-20 10:23:47.454"
4,"FDI_BF","","T2_BasicEmergency","OI_SABG100","started","2025-2-20 10:24:21.404"
5,"FDI_BF","","T2_BasicEmergency","OI_SABG100","completed","2025-2-20 10:24:33.191"
6,"FDI_BF","","T2_BasicEmergency","OI_EPD","started","2025-2-20 10:25:9.313"
7,"FDI_BF","","T2_BasicEmergency","OI_EPD","completed","2025-2-20 10:25:17.382"
8,"FDI_BF","","T2_BasicEmergency","HP_Functionality","started","2025-2-20 10:26:9.599"
9,"FDI_BF","","T2_BasicEmergency","HP_Functionality","completed","2025-2-20 10:28:19.991"
