id,user_id,experiment_id,scenario_type,event_type,actor_id,num_of_actors,event_datetime
0,"FDI_AC","","T2_BasicEmergency","pick","[]","[]","2025-2-18 12:40:49.843"
1,"FDI_AC","","T2_BasicEmergency","pick","[]","[]","2025-2-18 12:40:52.826"
2,"FDI_AC","","T2_BasicEmergency","pick","[]","[]","2025-2-18 12:41:34.668"
3,"FDI_AC","","T2_BasicEmergency","increase","[2]","[1]","2025-2-18 12:43:33.802"
4,"FDI_AC","","T2_BasicEmergency","increase","[2]","[2]","2025-2-18 12:43:35.291"
5,"FDI_AC","","T2_BasicEmergency","increase","[3]","[1]","2025-2-18 12:43:43.83"
6,"FDI_AC","","T2_BasicEmergency","pick","[2;1]","[2;3]","2025-2-18 12:43:45.495"
