id,user_id,experiment_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"FDI_AL","","T1_BasicMechanics","1","0","start_talk_with_npc","2025-2-21 12:32:56.4"
1,"FDI_AL","","T1_BasicMechanics","1","0","stop_talk_with_npc","2025-2-21 12:33:20.250"
