id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_BK","","T1_BasicMechanics","00001","Completed","2025-2-21 10:6:12.552"
1,"FDI_BK","","T1_BasicMechanics","T1001","Started","2025-2-21 10:6:48.138"
2,"FDI_BK","","T1_BasicMechanics","T1001","Completed","2025-2-21 10:14:18.643"
3,"FDI_BK","","T1_BasicMechanics","T1002","Started","2025-2-21 10:14:18.678"
4,"FDI_BK","","T1_BasicMechanics","T1002","Completed","2025-2-21 10:16:4.952"
5,"FDI_BK","","T1_BasicMechanics","T1003","Started","2025-2-21 10:16:4.985"
6,"FDI_BK","","T1_BasicMechanics","T1003","Completed","2025-2-21 10:17:19.478"
7,"FDI_BK","","T1_BasicMechanics","T1004","Started","2025-2-21 10:17:19.509"
8,"FDI_BK","","T1_BasicMechanics","T1004","Completed","2025-2-21 10:19:14.416"
9,"FDI_BK","","T1_BasicMechanics","T1005","Started","2025-2-21 10:19:14.447"
10,"FDI_BK","","T1_BasicMechanics","T1005","Completed","2025-2-21 10:20:19.958"
11,"FDI_BK","","T1_BasicMechanics","00002","Completed","2025-2-21 10:20:47.414"
