id,user_id,experiment_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"FDI_AK","","S2_BasicEmergency","5","0","start_talk_with_npc","2025-2-21 11:53:56.182"
1,"FDI_AK","","S2_BasicEmergency","5","0","stop_talk_with_npc","2025-2-21 11:54:20.779"
