id,user_id,experiment_id,scenario_type,event_type,actor_id,num_of_actors,event_datetime
0,"FDI_AI","","S2_BasicEmergency","increase","[5]","[1]","2025-2-20 13:37:55.606"
1,"FDI_AI","","S2_BasicEmergency","pick","[1]","[5]","2025-2-20 13:37:58.587"
2,"FDI_AI","","S2_BasicEmergency","increase","[4]","[1]","2025-2-20 13:39:1.149"
3,"FDI_AI","","S2_BasicEmergency","pick","[1]","[4]","2025-2-20 13:39:4.213"
4,"FDI_AI","","S2_BasicEmergency","increase","[2]","[1]","2025-2-20 13:42:44.175"
5,"FDI_AI","","S2_BasicEmergency","increase","[2]","[2]","2025-2-20 13:42:44.887"
6,"FDI_AI","","S2_BasicEmergency","pick","[2]","[2]","2025-2-20 13:42:48.183"
7,"FDI_AI","","S2_BasicEmergency","increase","[3]","[1]","2025-2-20 13:43:41.47"
8,"FDI_AI","","S2_BasicEmergency","increase","[3]","[2]","2025-2-20 13:43:41.574"
9,"FDI_AI","","S2_BasicEmergency","decrease","[3]","[1]","2025-2-20 13:43:42.997"
10,"FDI_AI","","S2_BasicEmergency","pick","[1]","[3]","2025-2-20 13:43:44.390"
11,"FDI_AI","","S2_BasicEmergency","increase","[5]","[1]","2025-2-20 13:44:54.708"
12,"FDI_AI","","S2_BasicEmergency","pick","[1]","[5]","2025-2-20 13:44:56.349"
