id,user_id,experiment_id,scenario_type,actor_id,actor_name
0,"FDI_AI","","S2_BasicEmergency","11","BP_RadiationEmissionPoint"
1,"FDI_AI","","S2_BasicEmergency","5","BP_WalkieTalkie_C_0"
2,"FDI_AI","","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0"
3,"FDI_AI","","S2_BasicEmergency","2","BP_TrafficCone_C_0"
4,"FDI_AI","","S2_BasicEmergency","2","BP_TrafficCone_C_1"
5,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0"
6,"FDI_AI","","S2_BasicEmergency","5","BP_WalkieTalkie_C_1"
