id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_BL","","S1_BasicMechanics","00001","Completed","2025-2-21 11:29:49.915"
1,"FDI_BL","","S1_BasicMechanics","S1001","Started","2025-2-21 11:30:13.477"
2,"FDI_BL","","S1_BasicMechanics","S1001","Completed","2025-2-21 11:30:33.927"
3,"FDI_BL","","S1_BasicMechanics","S1002","Started","2025-2-21 11:30:33.943"
4,"FDI_BL","","S1_BasicMechanics","S1002","Completed","2025-2-21 11:31:14.734"
5,"FDI_BL","","S1_BasicMechanics","S1003","Started","2025-2-21 11:31:14.749"
6,"FDI_BL","","S1_BasicMechanics","S1003","Completed","2025-2-21 11:33:42.931"
7,"FDI_BL","","S1_BasicMechanics","S1004","Started","2025-2-21 11:33:42.946"
8,"FDI_BL","","S1_BasicMechanics","S1004","Completed","2025-2-21 11:34:10.329"
9,"FDI_BL","","S1_BasicMechanics","S1005","Started","2025-2-21 11:34:10.344"
10,"FDI_BL","","S1_BasicMechanics","S1005","Completed","2025-2-21 11:34:59.120"
11,"FDI_BL","","S1_BasicMechanics","00002","Completed","2025-2-21 11:34:59.138"
