id,user_id,experiment_id,scenario_type,event_type,tutorial_item_id,event_datetime
0,"FDI_BL","","T2_BasicEmergency","open","None","2025-2-21 11:43:27.422"
1,"FDI_BL","","T2_BasicEmergency","demand_help","MOV_VirtualWorldLimits","2025-2-21 11:43:32.866"
2,"FDI_BL","","T2_BasicEmergency","close","None","2025-2-21 11:43:40.120"
