id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_BL","","T2_BasicEmergency","RBQ_Functionality","started","2025-2-21 11:37:16.431"
1,"FDI_BL","","T2_BasicEmergency","RBQ_Functionality","completed","2025-2-21 11:37:35.740"
2,"FDI_BL","","T2_BasicEmergency","OI_WalkieTalkie","started","2025-2-21 11:38:22.763"
3,"FDI_BL","","T2_BasicEmergency","OI_WalkieTalkie","completed","2025-2-21 11:39:16.153"
4,"FDI_BL","","T2_BasicEmergency","OI_SABG100","started","2025-2-21 11:39:59.726"
5,"FDI_BL","","T2_BasicEmergency","OI_SABG100","completed","2025-2-21 11:40:23.411"
6,"FDI_BL","","T2_BasicEmergency","OI_EPD","started","2025-2-21 11:41:33.39"
7,"FDI_BL","","T2_BasicEmergency","OI_EPD","completed","2025-2-21 11:41:46.816"
8,"FDI_BL","","T2_BasicEmergency","HP_Functionality","started","2025-2-21 11:42:35.196"
9,"FDI_BL","","T2_BasicEmergency","HP_Functionality","completed","2025-2-21 11:43:33.871"
