id,user_id,experiment_id,scenario_type,actor_id,actor_name,place_point_name,activation_count,start_datetime,end_datetime
0,"FDI_BB","","S1_BasicMechanics","2","TrafficCone_1","BP_PlacePoint2","4","2025-2-18 11:30:33.176","2025-2-18 11:30:33.177"
1,"FDI_BB","","S1_BasicMechanics","2","TrafficCone_4","BP_PlacePoint4","6","2025-2-18 11:30:48.47","2025-2-18 11:30:48.47"
2,"FDI_BB","","S1_BasicMechanics","2","TrafficCone_5","BP_PlacePoint3","8","2025-2-18 11:31:8.343","2025-2-18 11:31:8.344"
3,"FDI_BB","","S1_BasicMechanics","2","TrafficCone_7","BP_PlacePoint5","10","2025-2-18 11:31:24.45","2025-2-18 11:31:24.46"
4,"FDI_BB","","S1_BasicMechanics","2","TrafficCone_3","BP_PlacePoint","12","2025-2-18 11:31:35.494","2025-2-18 11:31:35.495"
5,"FDI_BB","","S1_BasicMechanics","3","Dosimeter_SABG100_3","BP_PlacePoint6","6","2025-2-18 11:31:56.381","2025-2-18 11:31:56.381"
6,"FDI_BB","","S1_BasicMechanics","3","Dosimeter_SABG100_2","BP_PlacePoint8","8","2025-2-18 11:32:8.731","2025-2-18 11:32:8.732"
7,"FDI_BB","","S1_BasicMechanics","3","Dosimeter_SABG100_1","BP_PlacePoint7","10","2025-2-18 11:32:24.320","2025-2-18 11:32:24.320"
8,"FDI_BB","","S1_BasicMechanics","4","Dosimeter_EPD_1","BP_PlacePoint9","4","2025-2-18 11:32:43.450","2025-2-18 11:32:43.450"
9,"FDI_BB","","S1_BasicMechanics","4","Dosimeter_EPD_3","BP_PlacePoint10","8","2025-2-18 11:33:21.574","2025-2-18 11:33:21.575"
