id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_AI","","T2_BasicEmergency","RBQ_Functionality","started","2025-2-20 13:20:29.205"
1,"FDI_AI","","T2_BasicEmergency","RBQ_Functionality","completed","2025-2-20 13:26:58.305"
2,"FDI_AI","","T2_BasicEmergency","OI_WalkieTalkie","started","2025-2-20 13:27:49.720"
3,"FDI_AI","","T2_BasicEmergency","OI_WalkieTalkie","completed","2025-2-20 13:28:32.658"
4,"FDI_AI","","T2_BasicEmergency","OI_SABG100","started","2025-2-20 13:28:43.589"
5,"FDI_AI","","T2_BasicEmergency","OI_SABG100","completed","2025-2-20 13:28:56.476"
6,"FDI_AI","","T2_BasicEmergency","OI_EPD","started","2025-2-20 13:29:11.421"
7,"FDI_AI","","T2_BasicEmergency","OI_EPD","completed","2025-2-20 13:29:19.917"
8,"FDI_AI","","T2_BasicEmergency","HP_Functionality","started","2025-2-20 13:29:32.212"
9,"FDI_AI","","T2_BasicEmergency","HP_Functionality","completed","2025-2-20 13:35:40.438"
