id,user_id,experiment_id,scenario_type,event_type,actor_id,num_of_actors,event_datetime
0,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:39:19.352"
1,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:39:41.620"
2,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:39:43.321"
3,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:40:11.684"
4,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:40:14.815"
5,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:42:9.908"
6,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:42:10.974"
7,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:42:12.955"
8,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:42:47.795"
9,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:43:24.963"
10,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:43:42.504"
11,"FDI_AJ","","T2_BasicEmergency","pick","[]","[]","2025-2-21 10:43:42.952"
12,"FDI_AJ","","T2_BasicEmergency","increase","[2]","[1]","2025-2-21 10:43:57.338"
13,"FDI_AJ","","T2_BasicEmergency","increase","[3]","[1]","2025-2-21 10:44:5.267"
14,"FDI_AJ","","T2_BasicEmergency","increase","[3]","[2]","2025-2-21 10:44:8.819"
15,"FDI_AJ","","T2_BasicEmergency","increase","[2]","[2]","2025-2-21 10:44:19.509"
16,"FDI_AJ","","T2_BasicEmergency","increase","[2]","[3]","2025-2-21 10:44:20.336"
17,"FDI_AJ","","T2_BasicEmergency","decrease","[2]","[2]","2025-2-21 10:44:27.204"
18,"FDI_AJ","","T2_BasicEmergency","decrease","[3]","[1]","2025-2-21 10:44:53.626"
19,"FDI_AJ","","T2_BasicEmergency","decrease","[3]","[0]","2025-2-21 10:44:54.265"
20,"FDI_AJ","","T2_BasicEmergency","increase","[3]","[1]","2025-2-21 10:44:59.874"
21,"FDI_AJ","","T2_BasicEmergency","pick","[2;1]","[2;3]","2025-2-21 10:45:2.270"
