id,user_id,experiment_id,scenario_type,event_type,tutorial_item_id,event_datetime
0,"FDI_AD","","T2_BasicEmergency","open","None","2025-2-18 13:31:10.506"
1,"FDI_AD","","T2_BasicEmergency","demand_help","MOV_VirtualWorldLimits","2025-2-18 13:31:25.488"
2,"FDI_AD","","T2_BasicEmergency","close","None","2025-2-18 13:31:44.774"
