id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_BG","","S1_BasicMechanics","00001","Completed","2025-2-20 11:17:18.782"
1,"FDI_BG","","S1_BasicMechanics","S1001","Started","2025-2-20 11:17:42.679"
2,"FDI_BG","","S1_BasicMechanics","S1001","Completed","2025-2-20 11:18:4.461"
3,"FDI_BG","","S1_BasicMechanics","S1002","Started","2025-2-20 11:18:4.473"
4,"FDI_BG","","S1_BasicMechanics","S1002","Completed","2025-2-20 11:18:39.636"
5,"FDI_BG","","S1_BasicMechanics","S1003","Started","2025-2-20 11:18:39.650"
6,"FDI_BG","","S1_BasicMechanics","S1003","Completed","2025-2-20 11:21:26.937"
7,"FDI_BG","","S1_BasicMechanics","S1004","Started","2025-2-20 11:21:26.952"
8,"FDI_BG","","S1_BasicMechanics","S1004","Completed","2025-2-20 11:21:54.244"
9,"FDI_BG","","S1_BasicMechanics","S1005","Started","2025-2-20 11:21:54.257"
10,"FDI_BG","","S1_BasicMechanics","S1005","Completed","2025-2-20 11:22:25.775"
11,"FDI_BG","","S1_BasicMechanics","00002","Completed","2025-2-20 11:22:25.797"
