id,user_id,experiment_id,scenario_type,event_type,tutorial_item_id,event_datetime
0,"FDI_BH","","S2_BasicEmergency","open","None","2025-2-20 12:44:41.63"
1,"FDI_BH","","S2_BasicEmergency","close","None","2025-2-20 12:44:46.499"
