id,user_id,experiment_id,scenario_type,actor_id,actor_name,place_point_name,activation_count,start_datetime,end_datetime
0,"FDI_BJ","","S1_BasicMechanics","2","TrafficCone_7","BP_PlacePoint2","4","2025-2-20 14:23:21.999","2025-2-20 14:23:22.0"
1,"FDI_BJ","","S1_BasicMechanics","2","TrafficCone_1","BP_PlacePoint3","6","2025-2-20 14:23:34.131","2025-2-20 14:23:41.7"
2,"FDI_BJ","","S1_BasicMechanics","2","TrafficCone_5","BP_PlacePoint5","6","2025-2-20 14:23:34.131","2025-2-20 14:23:41.21"
3,"FDI_BJ","","S1_BasicMechanics","2","TrafficCone_3","BP_PlacePoint4","9","2025-2-20 14:24:18.644","2025-2-20 14:24:18.645"
4,"FDI_BJ","","S1_BasicMechanics","2","TrafficCone_4","BP_PlacePoint","11","2025-2-20 14:24:37.157","2025-2-20 14:24:37.158"
5,"FDI_BJ","","S1_BasicMechanics","4","Dosimeter_EPD_2","BP_PlacePoint10","4","2025-2-20 14:24:57.286","2025-2-20 14:24:57.286"
6,"FDI_BJ","","S1_BasicMechanics","3","Dosimeter_SABG100_3","BP_PlacePoint8","4","2025-2-20 14:25:5.953","2025-2-20 14:25:5.954"
7,"FDI_BJ","","S1_BasicMechanics","4","Dosimeter_EPD_1","BP_PlacePoint9","6","2025-2-20 14:25:24.525","2025-2-20 14:25:24.526"
8,"FDI_BJ","","S1_BasicMechanics","3","Dosimeter_SABG100_4","BP_PlacePoint6","6","2025-2-20 14:25:41.79","2025-2-20 14:25:41.80"
9,"FDI_BJ","","S1_BasicMechanics","3","Dosimeter_SABG100_1","BP_PlacePoint7","8","2025-2-20 14:25:56.82","2025-2-20 14:25:56.82"
