id,user_id,experiment_id,scenario_type,actor_id,actor_name,place_point_name,activation_count,start_datetime,end_datetime
0,"FDI_AB","","S1_BasicMechanics","2","TrafficCone_3","BP_PlacePoint","4","2025-2-18 11:41:12.915","2025-2-18 11:41:12.915"
1,"FDI_AB","","S1_BasicMechanics","2","TrafficCone_4","BP_PlacePoint4","6","2025-2-18 11:41:35.559","2025-2-18 11:41:35.560"
2,"FDI_AB","","S1_BasicMechanics","2","TrafficCone_5","BP_PlacePoint5","15","2025-2-18 11:42:53.708","2025-2-18 11:42:53.708"
3,"FDI_AB","","S1_BasicMechanics","2","TrafficCone_1","BP_PlacePoint3","17","2025-2-18 11:43:6.971","2025-2-18 11:43:6.972"
4,"FDI_AB","","S1_BasicMechanics","2","TrafficCone_7","BP_PlacePoint2","19","2025-2-18 11:43:23.952","2025-2-18 11:43:23.953"
5,"FDI_AB","","S1_BasicMechanics","3","Dosimeter_SABG100_1","BP_PlacePoint6","4","2025-2-18 11:43:45.794","2025-2-18 11:43:45.795"
6,"FDI_AB","","S1_BasicMechanics","3","Dosimeter_SABG100_3","BP_PlacePoint7","6","2025-2-18 11:44:4.285","2025-2-18 11:44:4.286"
7,"FDI_AB","","S1_BasicMechanics","3","Dosimeter_SABG100_4","BP_PlacePoint8","8","2025-2-18 11:44:20.350","2025-2-18 11:44:20.350"
8,"FDI_AB","","S1_BasicMechanics","4","Dosimeter_EPD_3","BP_PlacePoint10","4","2025-2-18 11:44:56.773","2025-2-18 11:44:56.773"
9,"FDI_AB","","S1_BasicMechanics","4","Dosimeter_EPD_1","BP_PlacePoint9","6","2025-2-18 11:45:17.104","2025-2-18 11:45:17.104"
