id,user_id,experiment_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"FDI_AI","","T1_BasicMechanics","1","0","start_talk_with_npc","2025-2-20 13:12:37.387"
1,"FDI_AI","","T1_BasicMechanics","1","0","stop_talk_with_npc","2025-2-20 13:13:1.628"
