id,user_id,experiment_id,scenario_type,event_type,event_state,event_datetime
0,"FDI_BE","","T2_BasicEmergency","00001","Completed","2025-2-18 14:30:43.345"
1,"FDI_BE","","T2_BasicEmergency","T2001","Started","2025-2-18 14:31:6.913"
2,"FDI_BE","","T2_BasicEmergency","T2001","Completed","2025-2-18 14:33:29.600"
3,"FDI_BE","","T2_BasicEmergency","T2002","Started","2025-2-18 14:33:29.667"
4,"FDI_BE","","T2_BasicEmergency","T2002","Completed","2025-2-18 14:35:43.467"
5,"FDI_BE","","T2_BasicEmergency","T2003","Started","2025-2-18 14:35:43.520"
6,"FDI_BE","","T2_BasicEmergency","T2003","Completed","2025-2-18 14:36:59.496"
7,"FDI_BE","","T2_BasicEmergency","T2004","Started","2025-2-18 14:36:59.547"
8,"FDI_BE","","T2_BasicEmergency","T2004","Completed","2025-2-18 14:38:16.817"
9,"FDI_BE","","T2_BasicEmergency","T2005","Started","2025-2-18 14:38:16.873"
10,"FDI_BE","","T2_BasicEmergency","T2005","Completed","2025-2-18 14:41:10.697"
11,"FDI_BE","","T2_BasicEmergency","00002","Completed","2025-2-18 14:41:37.346"
