id,user_id,experiment_id,scenario_type,event_type,actor_id,num_of_actors,event_datetime
0,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:31:55.958"
1,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:31:56.794"
2,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:1.82"
3,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:1.549"
4,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:1.867"
5,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:2.139"
6,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:2.462"
7,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:2.769"
8,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:6.314"
9,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:6.774"
10,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:35.105"
11,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:35.462"
12,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:41.776"
13,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:42.130"
14,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:32:42.439"
15,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:35:21.536"
16,"FDI_AG","","T2_BasicEmergency","pick","[]","[]","2025-2-20 11:35:22.164"
17,"FDI_AG","","T2_BasicEmergency","increase","[2]","[1]","2025-2-20 11:35:37.29"
18,"FDI_AG","","T2_BasicEmergency","increase","[2]","[2]","2025-2-20 11:35:37.572"
19,"FDI_AG","","T2_BasicEmergency","decrease","[2]","[1]","2025-2-20 11:35:38.711"
20,"FDI_AG","","T2_BasicEmergency","increase","[3]","[1]","2025-2-20 11:35:42.246"
21,"FDI_AG","","T2_BasicEmergency","pick","[1;1]","[2;3]","2025-2-20 11:35:44.817"
22,"FDI_AG","","T2_BasicEmergency","increase","[2]","[1]","2025-2-20 11:36:3.253"
23,"FDI_AG","","T2_BasicEmergency","pick","[1]","[2]","2025-2-20 11:36:5.404"
